lane_key,origin_id,origin_name,destination_id,destination_name,lane_status,last_checked,run_mode,sailing_id,etd,eta,vessel,transit,route,point_to_point_url
104T898SJZ6GU__02R2IYUF20M7Z,104T898SJZ6GU,Ningbo,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,IK6:615E,2026-04-12 21:00,2026-05-20 19:00,NHAVA SHEVA EXPRES,38d 10h,P3E | 712 TP12 | Ningbo Meishan Terminal (Ningbo) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__0FW19NDUZ2NI7,104T898SJZ6GU,Ningbo,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,H7F:611E,2026-03-20 08:00,2026-04-23 20:00,CCNI ANGOL,35d,P3E | 711 TP11 | Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__0FW19NDUZ2NI7,104T898SJZ6GU,Ningbo,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,621:612E,2026-03-27 12:00,2026-04-30 19:00,MAERSK LUZ,34d 19h,P3E | 711 TP11 | Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__0FW19NDUZ2NI7,104T898SJZ6GU,Ningbo,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,C8L:613E,2026-04-03 12:00,2026-05-07 19:00,MAERSK SINGAPORE,34d 19h,P3E | 711 TP11 | Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__0FW19NDUZ2NI7,104T898SJZ6GU,Ningbo,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,D6R:614E,2026-04-10 12:00,2026-05-14 19:00,MAERSK SHAMS,34d 19h,P3E | 711 TP11 | Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__183AKT65YAHRZ,104T898SJZ6GU,Ningbo,183AKT65YAHRZ,Houston,active,2026-03-18,full,R7Y:612E,2026-03-21 06:00,2026-04-29 07:00,GSL CHRISTEN,39d 14h,P3E | 715 TP15 | Ningbo Meishan Terminal (Ningbo) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__183AKT65YAHRZ,104T898SJZ6GU,Ningbo,183AKT65YAHRZ,Houston,active,2026-03-18,full,CR3:613E,2026-03-28 06:00,2026-05-06 07:00,GSL Sofia,39d 14h,P3E | 715 TP15 | Ningbo Meishan Terminal (Ningbo) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__183AKT65YAHRZ,104T898SJZ6GU,Ningbo,183AKT65YAHRZ,Houston,active,2026-03-18,full,686:614E,2026-04-04 06:00,2026-05-13 07:00,MAERSK LAVRAS,39d 14h,P3E | 715 TP15 | Ningbo Meishan Terminal (Ningbo) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
104T898SJZ6GU__183AKT65YAHRZ,104T898SJZ6GU,Ningbo,183AKT65YAHRZ,Houston,active,2026-03-18,full,26I:615E,2026-04-11 12:01,2026-05-20 07:00,MAERSK SAIGON,39d 7h 59m,P3E | 715 TP15 | Ningbo Meishan Terminal (Ningbo) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=104T898SJZ6GU&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
2FVE7L38DGRY6__2LMUYHDQXMRNJ,2FVE7L38DGRY6,Shenzhen,2LMUYHDQXMRNJ,Los Angeles,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=2FVE7L38DGRY6&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
2FVE7L38DGRY6__09BIUNPPZHC3Y,2FVE7L38DGRY6,Shenzhen,09BIUNPPZHC3Y,Long Beach,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=2FVE7L38DGRY6&to=09BIUNPPZHC3Y&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
2FVE7L38DGRY6__02R2IYUF20M7Z,2FVE7L38DGRY6,Shenzhen,02R2IYUF20M7Z,New York / New Jersey,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=2FVE7L38DGRY6&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
2FVE7L38DGRY6__0FW19NDUZ2NI7,2FVE7L38DGRY6,Shenzhen,0FW19NDUZ2NI7,Savannah,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=2FVE7L38DGRY6&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
2FVE7L38DGRY6__183AKT65YAHRZ,2FVE7L38DGRY6,Shenzhen,183AKT65YAHRZ,Houston,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=2FVE7L38DGRY6&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__2LMUYHDQXMRNJ,1YCLYW8V7RZB2,Qingdao,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,613:611E,2026-03-16 03:32,2026-04-08 08:00,GERD MAERSK,23d 19h 28m,P1E | 708 TP8 | Qingdao Qianwan Container Co Ltd (Qingdao) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__2LMUYHDQXMRNJ,1YCLYW8V7RZB2,Qingdao,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,614:612E,2026-03-22 08:00,2026-04-15 08:00,GEORG MAERSK,24d 15h,P1E | 708 TP8 | Qingdao Qianwan Container Co Ltd (Qingdao) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__2LMUYHDQXMRNJ,1YCLYW8V7RZB2,Qingdao,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,592:613E,2026-03-28 01:00,2026-04-22 08:00,GERDA MAERSK,25d 22h,P1E | 708 TP8 | Qingdao Qianwan Container Co Ltd (Qingdao) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__2LMUYHDQXMRNJ,1YCLYW8V7RZB2,Qingdao,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,586:614E,2026-04-04 01:00,2026-04-29 08:00,GUSTAV MAERSK,25d 22h,P1E | 708 TP8 | Qingdao Qianwan Container Co Ltd (Qingdao) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__2LMUYHDQXMRNJ,1YCLYW8V7RZB2,Qingdao,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,587:615E,2026-04-12 01:59,2026-05-06 08:00,GUTHORM MAERSK,24d 21h 1m,P1E | 708 TP8 | Qingdao Qianwan Container Co Ltd (Qingdao) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__09BIUNPPZHC3Y,1YCLYW8V7RZB2,Qingdao,09BIUNPPZHC3Y,Long Beach,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=09BIUNPPZHC3Y&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__02R2IYUF20M7Z,1YCLYW8V7RZB2,Qingdao,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,613:611E|K9X:611E,2026-03-16 03:32,2026-04-22 19:00,GERD MAERSK -> COCHRANE,38d 3h 28m,P3E | 708 TP8 -> 712 TP12 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__02R2IYUF20M7Z,1YCLYW8V7RZB2,Qingdao,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,614:612E|IF8:612E,2026-03-22 08:00,2026-04-29 19:00,GEORG MAERSK -> KANDLA EXPRESS,38d 23h,P3E | 708 TP8 -> 712 TP12 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__02R2IYUF20M7Z,1YCLYW8V7RZB2,Qingdao,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,592:613E|Y00:613E,2026-03-28 01:00,2026-05-06 19:00,GERDA MAERSK -> COLOMBO EXPRESS,40d 6h,P3E | 708 TP8 -> 712 TP12 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__02R2IYUF20M7Z,1YCLYW8V7RZB2,Qingdao,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,586:614E|612:614E,2026-04-04 01:00,2026-05-13 19:00,GUSTAV MAERSK -> GJERTRUD MAERSK,40d 6h,P3E | 708 TP8 -> 712 TP12 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__02R2IYUF20M7Z,1YCLYW8V7RZB2,Qingdao,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,587:615E|IK6:615E,2026-04-12 01:59,2026-05-20 19:00,GUTHORM MAERSK -> NHAVA SHEVA EXPRES,39d 5h 1m,P3E | 708 TP8 -> 712 TP12 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__0FW19NDUZ2NI7,1YCLYW8V7RZB2,Qingdao,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,87A:612W|87A:612W|C8L:613E,2026-03-22 19:00,2026-05-07 19:00,MAERSK ESSEX -> MAERSK SINGAPORE,46d 12h,P3E | 425 AE15 -> 425 AE15 -> 711 TP11 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan International Transhipment (Ulsan) -> Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__0FW19NDUZ2NI7,1YCLYW8V7RZB2,Qingdao,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,ID0:613W|ID0:613W|D6R:614E,2026-03-28 00:01,2026-05-14 19:00,ESSEN EXPRESS -> MAERSK SHAMS,48d 6h 59m,P3E | 425 AE15 -> 425 AE15 -> 711 TP11 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan International Transhipment (Ulsan) -> Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__0FW19NDUZ2NI7,1YCLYW8V7RZB2,Qingdao,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,E2N:614W|E2N:614W|531:615E,2026-04-04 00:01,2026-05-21 19:00,MAERSK ENSENADA -> MAERSK TAIKUNG,48d 6h 59m,P3E | 425 AE15 -> 425 AE15 -> 711 TP11 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan International Transhipment (Ulsan) -> Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__0FW19NDUZ2NI7,1YCLYW8V7RZB2,Qingdao,0FW19NDUZ2NI7,Savannah,active,2026-03-18,full,86A:615W|86A:615W|533:616E,2026-04-11 05:01,2026-05-28 19:00,MAERSK EVORA -> MAERSK TAURUS,48d 1h 59m,P3E | 425 AE15 -> 425 AE15 -> 711 TP11 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan International Transhipment (Ulsan) -> Ningbo Meishan Terminal (Ningbo) -> Savannah Garden City Terminal L738 (Savannah),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=0FW19NDUZ2NI7&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__183AKT65YAHRZ,1YCLYW8V7RZB2,Qingdao,183AKT65YAHRZ,Houston,active,2026-03-18,full,V5M:612E|R7Y:612E,2026-03-21 23:00,2026-04-29 07:00,MAERSK EL BOSQUE -> GSL CHRISTEN,38d 21h,P3E | 691 AC2 -> 715 TP15 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__183AKT65YAHRZ,1YCLYW8V7RZB2,Qingdao,183AKT65YAHRZ,Houston,active,2026-03-18,full,81A:613E|CR3:613E,2026-03-28 23:00,2026-05-06 07:00,MAERSK EMDEN -> GSL Sofia,38d 21h,P3E | 691 AC2 -> 715 TP15 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__183AKT65YAHRZ,1YCLYW8V7RZB2,Qingdao,183AKT65YAHRZ,Houston,active,2026-03-18,full,E2O:614E|686:614E,2026-04-04 23:00,2026-05-13 07:00,MAERSK ESMERALDAS -> MAERSK LAVRAS,38d 21h,P3E | 691 AC2 -> 715 TP15 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
1YCLYW8V7RZB2__183AKT65YAHRZ,1YCLYW8V7RZB2,Qingdao,183AKT65YAHRZ,Houston,active,2026-03-18,full,ET9:615E|26I:615E,2026-04-11 23:00,2026-05-20 07:00,AMBITION -> MAERSK SAIGON,38d 21h,P3E | 691 AC2 -> 715 TP15 | Qingdao Qianwan Container Co Ltd (Qingdao) -> Busan new port terminal Co.ltd (Busan) -> Bay Port Container Terminal (Houston),https://www.maersk.com/schedules/pointToPoint?from=1YCLYW8V7RZB2&to=183AKT65YAHRZ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__2LMUYHDQXMRNJ,27EDDQ27KL27Y,Xiamen,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,LB5:610N|IG7:613E,2026-03-17 06:46,2026-04-14 18:00,NAVIOS JASMINE -> HUDSON EXPRESS,29d 2h 14m,P1E | A14 Asia Shuttle 14 -> 707 TP7 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__2LMUYHDQXMRNJ,27EDDQ27KL27Y,Xiamen,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,P2S:611N|IG7:613E,2026-03-21 19:00,2026-04-14 18:00,SYNERGY KEELUNG -> HUDSON EXPRESS,24d 14h,P1E | A14 Asia Shuttle 14 -> 707 TP7 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__2LMUYHDQXMRNJ,27EDDQ27KL27Y,Xiamen,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,T9A:612N|IG3:614E,2026-03-28 19:00,2026-04-21 18:00,SYNERGY BUSAN -> POTOMAC EXPRESS,24d 14h,P1E | A14 Asia Shuttle 14 -> 707 TP7 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__2LMUYHDQXMRNJ,27EDDQ27KL27Y,Xiamen,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,11I:613N|L60:615E,2026-04-04 19:00,2026-04-28 18:00,UTE -> MAERSK KINLOSS,24d 14h,P1E | A14 Asia Shuttle 14 -> 707 TP7 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__2LMUYHDQXMRNJ,27EDDQ27KL27Y,Xiamen,2LMUYHDQXMRNJ,Los Angeles,active,2026-03-18,full,LB5:614N|IG6:616E,2026-04-11 19:00,2026-05-05 18:00,NAVIOS JASMINE -> COLORADO EXPRESS,24d 14h,P1E | A14 Asia Shuttle 14 -> 707 TP7 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> LSA APM Terminal Pier 400( W185 ) (Los Angeles),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=2LMUYHDQXMRNJ&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__09BIUNPPZHC3Y,27EDDQ27KL27Y,Xiamen,09BIUNPPZHC3Y,Long Beach,inactive,2026-03-18,full,,,,,,,https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=09BIUNPPZHC3Y&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__02R2IYUF20M7Z,27EDDQ27KL27Y,Xiamen,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,LB5:610N|IF8:612E,2026-03-17 06:46,2026-04-29 19:00,NAVIOS JASMINE -> KANDLA EXPRESS,44d 14m,P3E | A14 Asia Shuttle 14 -> 712 TP12 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__02R2IYUF20M7Z,27EDDQ27KL27Y,Xiamen,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,P2S:611N|IF8:612E,2026-03-21 19:00,2026-04-29 19:00,SYNERGY KEELUNG -> KANDLA EXPRESS,39d 12h,P3E | A14 Asia Shuttle 14 -> 712 TP12 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__02R2IYUF20M7Z,27EDDQ27KL27Y,Xiamen,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,T9A:612N|Y00:613E,2026-03-28 19:00,2026-05-06 19:00,SYNERGY BUSAN -> COLOMBO EXPRESS,39d 12h,P3E | A14 Asia Shuttle 14 -> 712 TP12 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__02R2IYUF20M7Z,27EDDQ27KL27Y,Xiamen,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,11I:613N|612:614E,2026-04-04 19:00,2026-05-13 19:00,UTE -> GJERTRUD MAERSK,39d 12h,P3E | A14 Asia Shuttle 14 -> 712 TP12 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
27EDDQ27KL27Y__02R2IYUF20M7Z,27EDDQ27KL27Y,Xiamen,02R2IYUF20M7Z,New York / New Jersey,active,2026-03-18,full,LB5:614N|IK6:615E,2026-04-11 19:00,2026-05-20 19:00,NAVIOS JASMINE -> NHAVA SHEVA EXPRES,39d 12h,P3E | A14 Asia Shuttle 14 -> 712 TP12 | Xiamen Songyu Container Terminal (Xiamen) -> Busan new port terminal Co.ltd (Busan) -> Apm Terminal - Berth 88 E425 (Newark),https://www.maersk.com/schedules/pointToPoint?from=27EDDQ27KL27Y&to=02R2IYUF20M7Z&containerIsoCode=45G1&fromServiceMode=CY&toServiceMode=CY&numberOfWeeks=4&dateType=D&date=2026-03-18&vesselFlag=
